feature,estimateparameter,estimate,activity,subjectid,mean(value)
tBodyAcc,Y,mean(),STANDING,15,-0.0183516360396226
tBodyAcc,Y,mean(),STANDING,16,-0.0165999672935897
tBodyAcc,Y,mean(),STANDING,17,-0.0174120064169231
tBodyAcc,Y,mean(),STANDING,18,-0.0166353518150685
tBodyAcc,Y,mean(),STANDING,19,-0.0154244056945206
tBodyAcc,Y,mean(),STANDING,20,-0.0180695049161644
tBodyAcc,Y,mean(),STANDING,21,-0.0167084730205618
tBodyAcc,Y,mean(),STANDING,22,-0.0158563207496825
tBodyAcc,Y,mean(),STANDING,23,-0.0177475547867647
tBodyAcc,Y,mean(),STANDING,24,-0.0144785340348986
tBodyAcc,Y,mean(),STANDING,25,-0.0163569730274324
tBodyAcc,Y,mean(),STANDING,26,-0.0166608306652703
tBodyAcc,Y,mean(),STANDING,27,-0.016593236445
tBodyAcc,Y,mean(),STANDING,28,-0.0172635124672152
tBodyAcc,Y,mean(),STANDING,29,-0.0172605869061538
tBodyAcc,Y,mean(),STANDING,30,-0.0170163887813559
tBodyAcc,Y,mean(),WALKING,1,-0.0173838185273684
tBodyAcc,Y,mean(),WALKING,2,-0.0185949199145763
tBodyAcc,Y,mean(),WALKING,3,-0.0171767844203448
tBodyAcc,Y,mean(),WALKING,4,-0.0148399475341667
tBodyAcc,Y,mean(),WALKING,5,-0.0172850317482679
tBodyAcc,Y,mean(),WALKING,6,-0.0168954189082456
tBodyAcc,Y,mean(),WALKING,7,-0.018653665345614
tBodyAcc,Y,mean(),WALKING,8,-0.0186628865310417
tBodyAcc,Y,mean(),WALKING,9,-0.0180891971284423
tBodyAcc,Y,mean(),WALKING,10,-0.017022351190566
tBodyAcc,Y,mean(),WALKING,11,-0.0166475833623729
tBodyAcc,Y,mean(),WALKING,12,-0.015560927606
tBodyAcc,Y,mean(),WALKING,13,-0.0185660651947368
tBodyAcc,Y,mean(),WALKING,14,-0.0217785380966102
tBodyAcc,Y,mean(),WALKING,15,-0.0170809740090741
tBodyAcc,Y,mean(),WALKING,16,-0.0204286929452941
tBodyAcc,Y,mean(),WALKING,17,-0.0184875403339344
tBodyAcc,Y,mean(),WALKING,18,-0.0178023631866071
tBodyAcc,Y,mean(),WALKING,19,-0.0191773587903846
tBodyAcc,Y,mean(),WALKING,20,-0.021199992245098
tBodyAcc,Y,mean(),WALKING,21,-0.0181610317526923
tBodyAcc,Y,mean(),WALKING,22,-0.0167213607957174
tBodyAcc,Y,mean(),WALKING,23,-0.0183618711932203
tBodyAcc,Y,mean(),WALKING,24,-0.0225446400534483
tBodyAcc,Y,mean(),WALKING,25,-0.0186477624716216
tBodyAcc,Y,mean(),WALKING,26,-0.0154259586949153
tBodyAcc,Y,mean(),WALKING,27,-0.0166478783221912
tBodyAcc,Y,mean(),WALKING,28,-0.0156759722981481
tBodyAcc,Y,mean(),WALKING,29,-0.0162915600588679
tBodyAcc,Y,mean(),WALKING,30,-0.0175880385730769
tBodyAcc,Y,mean(),WALKING_DOWNSTAIRS,1,-0.00991850461020408
tBodyAcc,Y,mean(),WALKING_DOWNSTAIRS,2,-0.0226614158361702
tBodyAcc,Y,mean(),WALKING_DOWNSTAIRS,3,-0.0193554079328571
tBodyAcc,Y,mean(),WALKING_DOWNSTAIRS,4,-0.00980200850666667
tBodyAcc,Y,mean(),WALKING_DOWNSTAIRS,5,-0.00850107533191489
tBodyAcc,Y,mean(),WALKING_DOWNSTAIRS,6,-0.019536840063125
tBodyAcc,Y,mean(),WALKING_DOWNSTAIRS,7,-0.0166332372978723
tBodyAcc,Y,mean(),WALKING_DOWNSTAIRS,8,-0.0211058674973684
tBodyAcc,Y,mean(),WALKING_DOWNSTAIRS,9,-0.0203994269075476
tBodyAcc,Y,mean(),WALKING_DOWNSTAIRS,10,-0.0200050770710526
tBodyAcc,Y,mean(),WALKING_DOWNSTAIRS,11,-0.0178097721219565
tBodyAcc,Y,mean(),WALKING_DOWNSTAIRS,12,-0.018084266865793
tBodyAcc,Y,mean(),WALKING_DOWNSTAIRS,13,-0.0143723839108511
tBodyAcc,Y,mean(),WALKING_DOWNSTAIRS,14,-0.0200141413657778
tBodyAcc,Y,mean(),WALKING_DOWNSTAIRS,15,-0.00563047804309524
tBodyAcc,Y,mean(),WALKING_DOWNSTAIRS,16,-0.0183898583787234
tBodyAcc,Y,mean(),WALKING_DOWNSTAIRS,17,-0.0167359404347826
tBodyAcc,Y,mean(),WALKING_DOWNSTAIRS,18,-0.0168666920221818
tBodyAcc,Y,mean(),WALKING_DOWNSTAIRS,19,-0.0145942275069487
tBodyAcc,Y,mean(),WALKING_DOWNSTAIRS,20,-0.00964120773155556
tBodyAcc,Y,mean(),WALKING_DOWNSTAIRS,21,-0.0173195390157778
tBodyAcc,Y,mean(),WALKING_DOWNSTAIRS,22,-0.0197999371686389
tBodyAcc,Y,mean(),WALKING_DOWNSTAIRS,23,-0.0162111457238889
tBodyAcc,Y,mean(),WALKING_DOWNSTAIRS,24,-0.0145730348310909
tBodyAcc,Y,mean(),WALKING_DOWNSTAIRS,25,-0.0210170522987931
tBodyAcc,Y,mean(),WALKING_DOWNSTAIRS,26,-0.01262580966778
tBodyAcc,Y,mean(),WALKING_DOWNSTAIRS,27,-0.0135564467159091
tBodyAcc,Y,mean(),WALKING_DOWNSTAIRS,28,-0.0220230465913043
tBodyAcc,Y,mean(),WALKING_DOWNSTAIRS,29,-0.01494121505625
tBodyAcc,Y,mean(),WALKING_DOWNSTAIRS,30,-0.0174383900204839
tBodyAcc,Y,mean(),WALKING_UPSTAIRS,1,-0.0239531492643396
tBodyAcc,Y,mean(),WALKING_UPSTAIRS,2,-0.0214121132045833
tBodyAcc,Y,mean(),WALKING_UPSTAIRS,3,-0.0324109410555932
tBodyAcc,Y,mean(),WALKING_UPSTAIRS,4,-0.0319804295729615
tBodyAcc,Y,mean(),WALKING_UPSTAIRS,5,-0.0325269755153192
tBodyAcc,Y,mean(),WALKING_UPSTAIRS,6,-0.0272425385070588
tBodyAcc,Y,mean(),WALKING_UPSTAIRS,7,-0.0275639005607843
tBodyAcc,Y,mean(),WALKING_UPSTAIRS,8,-0.0282415136341463
tBodyAcc,Y,mean(),WALKING_UPSTAIRS,9,-0.0195101099975714
tBodyAcc,Y,mean(),WALKING_UPSTAIRS,10,-0.0143854920340426
tBodyAcc,Y,mean(),WALKING_UPSTAIRS,11,-0.0303157822055556
tBodyAcc,Y,mean(),WALKING_UPSTAIRS,12,-0.0263574903403846
tBodyAcc,Y,mean(),WALKING_UPSTAIRS,13,-0.0277392253910909
tBodyAcc,Y,mean(),WALKING_UPSTAIRS,14,-0.0204388180024074
tBodyAcc,Y,mean(),WALKING_UPSTAIRS,15,-0.0287523860708333
tBodyAcc,Y,mean(),WALKING_UPSTAIRS,16,-0.0143654945011765
tBodyAcc,Y,mean(),WALKING_UPSTAIRS,17,-0.0228645614308333
tBodyAcc,Y,mean(),WALKING_UPSTAIRS,18,-0.0222060684378914
tBodyAcc,Y,mean(),WALKING_UPSTAIRS,19,-0.0303986615775
tBodyAcc,Y,mean(),WALKING_UPSTAIRS,20,-0.0282258047588235
tBodyAcc,Y,mean(),WALKING_UPSTAIRS,21,-0.0237218695148936
tBodyAcc,Y,mean(),WALKING_UPSTAIRS,22,-0.0268622561133333
tBodyAcc,Y,mean(),WALKING_UPSTAIRS,23,-0.0323844029237255
tBodyAcc,Y,mean(),WALKING_UPSTAIRS,24,-0.0251979434569492
tBodyAcc,Y,mean(),WALKING_UPSTAIRS,25,-0.0269863524264615
tBodyAcc,Y,mean(),WALKING_UPSTAIRS,26,-0.0281633797398182
tBodyAcc,Y,mean(),WALKING_UPSTAIRS,27,-0.0200953324078431
tBodyAcc,Y,mean(),WALKING_UPSTAIRS,28,-0.0279443943478431
tBodyAcc,Y,mean(),WALKING_UPSTAIRS,29,-0.0299465312326531
tBodyAcc,Y,mean(),WALKING_UPSTAIRS,30,-0.0253311698786154
tBodyAcc,Y,std(),LAYING,1,-0.83682740562
tBodyAcc,Y,std(),LAYING,2,-0.98027739875
tBodyAcc,Y,std(),LAYING,3,-0.962057544516129
tBodyAcc,Y,std(),LAYING,4,-0.941714042407407
tBodyAcc,Y,std(),LAYING,5,-0.969295613269231
tBodyAcc,Y,std(),LAYING,6,-0.924644826385965
tBodyAcc,Y,std(),LAYING,7,-0.926262668653846
tBodyAcc,Y,std(),LAYING,8,-0.93489116
tBodyAcc,Y,std(),LAYING,9,-0.9162927764
tBodyAcc,Y,std(),LAYING,10,-0.946454302068966
tBodyAcc,Y,std(),LAYING,11,-0.972196873859649
tBodyAcc,Y,std(),LAYING,12,-0.949072009333333
tBodyAcc,Y,std(),LAYING,13,-0.950947949516129
tBodyAcc,Y,std(),LAYING,14,-0.909697040980392
tBodyAcc,Y,std(),LAYING,15,-0.962759422361111
tBodyAcc,Y,std(),LAYING,16,-0.943061150285714
tBodyAcc,Y,std(),LAYING,17,-0.944792875211268
tBodyAcc,Y,std(),LAYING,18,-0.986160920923077
tBodyAcc,Y,std(),LAYING,19,-0.973449968554217
tBodyAcc,Y,std(),LAYING,20,-0.964098180294118
tBodyAcc,Y,std(),LAYING,21,-0.956959422222222
tBodyAcc,Y,std(),LAYING,22,-0.913276301666667
tBodyAcc,Y,std(),LAYING,23,-0.976309827361111
tBodyAcc,Y,std(),LAYING,24,-0.983126461944444
tBodyAcc,Y,std(),LAYING,25,-0.691770680561644
tBodyAcc,Y,std(),LAYING,26,-0.983231351842105
tBodyAcc,Y,std(),LAYING,27,-0.983736043783784
tBodyAcc,Y,std(),LAYING,28,-0.945386780375
tBodyAcc,Y,std(),LAYING,29,-0.990240946666667
tBodyAcc,Y,std(),LAYING,30,-0.954201823857143
tBodyAcc,Y,std(),SITTING,1,-0.922618641914894
tBodyAcc,Y,std(),SITTING,2,-0.950704499130435
tBodyAcc,Y,std(),SITTING,3,-0.856617812115385
tBodyAcc,Y,std(),SITTING,4,-0.89022398108
tBodyAcc,Y,std(),SITTING,5,-0.904335121022727
tBodyAcc,Y,std(),SITTING,6,-0.923682131090909
tBodyAcc,Y,std(),SITTING,7,-0.909454698541667
tBodyAcc,Y,std(),SITTING,8,-0.927331997021739
tBodyAcc,Y,std(),SITTING,9,-0.875141405
tBodyAcc,Y,std(),SITTING,10,-0.917979529962963
tBodyAcc,Y,std(),SITTING,11,-0.921402118113208
tBodyAcc,Y,std(),SITTING,12,-0.92858124
tBodyAcc,Y,std(),SITTING,13,-0.938967741632653
tBodyAcc,Y,std(),SITTING,14,-0.914935703907407
tBodyAcc,Y,std(),SITTING,15,-0.922407162881356
tBodyAcc,Y,std(),SITTING,16,-0.951607872463768
tBodyAcc,Y,std(),SITTING,17,-0.96185862984375
tBodyAcc,Y,std(),SITTING,18,-0.974928131052632
tBodyAcc,Y,std(),SITTING,19,-0.950388943972603
tBodyAcc,Y,std(),SITTING,20,-0.93612270469697
tBodyAcc,Y,std(),SITTING,21,-0.966877560941177
tBodyAcc,Y,std(),SITTING,22,-0.928059133795645
tBodyAcc,Y,std(),SITTING,23,-0.934933559264706
tBodyAcc,Y,std(),SITTING,24,-0.956255962058824
tBodyAcc,Y,std(),SITTING,25,-0.947457617061538
tBodyAcc,Y,std(),SITTING,26,-0.94079896551282
tBodyAcc,Y,std(),SITTING,27,-0.971579125714286
tBodyAcc,Y,std(),SITTING,28,-0.939905244861111
tBodyAcc,Y,std(),SITTING,29,-0.963222497833333
tBodyAcc,Y,std(),SITTING,30,-0.937857000806452
tBodyAcc,Y,std(),STANDING,1,-0.973190056415094
tBodyAcc,Y,std(),STANDING,2,-0.957304989259259
tBodyAcc,Y,std(),STANDING,3,-0.893449307213115
tBodyAcc,Y,std(),STANDING,4,-0.86159737875
tBodyAcc,Y,std(),STANDING,5,-0.869439913392857
tBodyAcc,Y,std(),STANDING,6,-0.921493191754386
tBodyAcc,Y,std(),STANDING,7,-0.923400921886793
tBodyAcc,Y,std(),STANDING,8,-0.938479429074074
tBodyAcc,Y,std(),STANDING,9,-0.938635759333333
tBodyAcc,Y,std(),STANDING,10,-0.919561843409091
tBodyAcc,Y,std(),STANDING,11,-0.964173331702128
tBodyAcc,Y,std(),STANDING,12,-0.923140254098361
tBodyAcc,Y,std(),STANDING,13,-0.949422439473684
tBodyAcc,Y,std(),STANDING,14,-0.928525725333333
tBodyAcc,Y,std(),STANDING,15,-0.931900148301887
tBodyAcc,Y,std(),STANDING,16,-0.960298267692308
tBodyAcc,Y,std(),STANDING,17,-0.968176663717949
tBodyAcc,Y,std(),STANDING,18,-0.95422343630137
tBodyAcc,Y,std(),STANDING,19,-0.944430270684931
tBodyAcc,Y,std(),STANDING,20,-0.87541041109589
tBodyAcc,Y,std(),STANDING,21,-0.943601625393258
tBodyAcc,Y,std(),STANDING,22,-0.922693288412698
tBodyAcc,Y,std(),STANDING,23,-0.9584444925
tBodyAcc,Y,std(),STANDING,24,-0.936871974347826
tBodyAcc,Y,std(),STANDING,25,-0.954569225945946
tBodyAcc,Y,std(),STANDING,26,-0.949466155405405
tBodyAcc,Y,std(),STANDING,27,-0.955171419
tBodyAcc,Y,std(),STANDING,28,-0.875689216835443
tBodyAcc,Y,std(),STANDING,29,-0.969295721076923
tBodyAcc,Y,std(),STANDING,30,-0.891654527118644
tBodyAcc,Y,std(),WALKING,1,0.114461336747368
tBodyAcc,Y,std(),WALKING,2,-0.0780912533118644
tBodyAcc,Y,std(),WALKING,3,-0.0699140652103448
tBodyAcc,Y,std(),WALKING,4,-0.0788267367683333
tBodyAcc,Y,std(),WALKING,5,0.0767484028053572
tBodyAcc,Y,std(),WALKING,6,0.164213884996491
tBodyAcc,Y,std(),WALKING,7,-0.0772618561052632
tBodyAcc,Y,std(),WALKING,8,0.380782052708333
tBodyAcc,Y,std(),WALKING,9,-0.201696960826923
tBodyAcc,Y,std(),WALKING,10,-0.0227431651698113
tBodyAcc,Y,std(),WALKING,11,-0.0522120750440678
tBodyAcc,Y,std(),WALKING,12,-0.122783290008
tBodyAcc,Y,std(),WALKING,13,0.141866689392982
tBodyAcc,Y,std(),WALKING,14,-0.0536126686650847
tBodyAcc,Y,std(),WALKING,15,0.138912923691296
tBodyAcc,Y,std(),WALKING,16,-0.314569762352941
tBodyAcc,Y,std(),WALKING,17,-0.0175797885542623
tBodyAcc,Y,std(),WALKING,18,-0.227005874892857
tBodyAcc,Y,std(),WALKING,19,0.181801561185577
tBodyAcc,Y,std(),WALKING,20,0.489771808627451
tBodyAcc,Y,std(),WALKING,21,0.0540880509209615
tBodyAcc,Y,std(),WALKING,22,0.100384246321739
tBodyAcc,Y,std(),WALKING,23,-0.119020586510678
tBodyAcc,Y,std(),WALKING,24,-0.154127498163793
tBodyAcc,Y,std(),WALKING,25,-0.161852411581081
tBodyAcc,Y,std(),WALKING,26,-0.136351391645763
tBodyAcc,Y,std(),WALKING,27,-0.187301214964912
tBodyAcc,Y,std(),WALKING,28,-0.117886186425926
tBodyAcc,Y,std(),WALKING,29,-0.0917540612869811
tBodyAcc,Y,std(),WALKING,30,-0.173550021692308
tBodyAcc,Y,std(),WALKING_DOWNSTAIRS,1,-0.0319359434489796
tBodyAcc,Y,std(),WALKING_DOWNSTAIRS,2,0.262881788951064
tBodyAcc,Y,std(),WALKING_DOWNSTAIRS,3,-0.0331503723387755
tBodyAcc,Y,std(),WALKING_DOWNSTAIRS,4,-0.21859832499
tBodyAcc,Y,std(),WALKING_DOWNSTAIRS,5,0.0907630761042553
tBodyAcc,Y,std(),WALKING_DOWNSTAIRS,6,0.360164958768542
tBodyAcc,Y,std(),WALKING_DOWNSTAIRS,7,-0.138179072734043
tBodyAcc,Y,std(),WALKING_DOWNSTAIRS,8,0.343826273105263
tBodyAcc,Y,std(),WALKING_DOWNSTAIRS,9,-0.208310705504762
tBodyAcc,Y,std(),WALKING_DOWNSTAIRS,10,0.00407915363157895
tBodyAcc,Y,std(),WALKING_DOWNSTAIRS,11,0.0708122725543478
tBodyAcc,Y,std(),WALKING_DOWNSTAIRS,12,0.11083534373913
tBodyAcc,Y,std(),WALKING_DOWNSTAIRS,13,-0.03212524665
tBodyAcc,Y,std(),WALKING_DOWNSTAIRS,14,0.378870491755556
tBodyAcc,Y,std(),WALKING_DOWNSTAIRS,15,0.186532377428571
tBodyAcc,Y,std(),WALKING_DOWNSTAIRS,16,-0.146993837655319
tBodyAcc,Y,std(),WALKING_DOWNSTAIRS,17,-0.0607892037384783
tBodyAcc,Y,std(),WALKING_DOWNSTAIRS,18,-0.254214045818182
tBodyAcc,Y,std(),WALKING_DOWNSTAIRS,19,0.514816445641026
tBodyAcc,Y,std(),WALKING_DOWNSTAIRS,20,0.616937015333333
tBodyAcc,Y,std(),WALKING_DOWNSTAIRS,21,0.301336399711111
tBodyAcc,Y,std(),WALKING_DOWNSTAIRS,22,0.239812250944444
tBodyAcc,Y,std(),WALKING_DOWNSTAIRS,23,0.10825903416963
tBodyAcc,Y,std(),WALKING_DOWNSTAIRS,24,-0.102607326783636
tBodyAcc,Y,std(),WALKING_DOWNSTAIRS,25,-0.14054060387069
tBodyAcc,Y,std(),WALKING_DOWNSTAIRS,26,-0.011629910112
tBodyAcc,Y,std(),WALKING_DOWNSTAIRS,27,-0.0979710029522727
tBodyAcc,Y,std(),WALKING_DOWNSTAIRS,28,0.156496646504348
tBodyAcc,Y,std(),WALKING_DOWNSTAIRS,29,-0.12246346700625
tBodyAcc,Y,std(),WALKING_DOWNSTAIRS,30,-0.0272628077709677
tBodyAcc,Y,std(),WALKING_UPSTAIRS,1,-0.00232026501698113
tBodyAcc,Y,std(),WALKING_UPSTAIRS,2,0.108027279889583
tBodyAcc,Y,std(),WALKING_UPSTAIRS,3,0.0116280813372881
tBodyAcc,Y,std(),WALKING_UPSTAIRS,4,-0.0666899105180769
tBodyAcc,Y,std(),WALKING_UPSTAIRS,5,0.185022459476596
tBodyAcc,Y,std(),WALKING_UPSTAIRS,6,0.189276117327451
tBodyAcc,Y,std(),WALKING_UPSTAIRS,7,-0.32616002254902
tBodyAcc,Y,std(),WALKING_UPSTAIRS,8,0.348768733170732
tBodyAcc,Y,std(),WALKING_UPSTAIRS,9,-0.302206203816327
tBodyAcc,Y,std(),WALKING_UPSTAIRS,10,-0.00555287692765957
tBodyAcc,Y,std(),WALKING_UPSTAIRS,11,-0.103167501868519
tBodyAcc,Y,std(),WALKING_UPSTAIRS,12,-0.103818259823077
tBodyAcc,Y,std(),WALKING_UPSTAIRS,13,0.104470773801818
tBodyAcc,Y,std(),WALKING_UPSTAIRS,14,0.307195533
tBodyAcc,Y,std(),WALKING_UPSTAIRS,15,-0.00406536043541667
tBodyAcc,Y,std(),WALKING_UPSTAIRS,16,-0.163732745078431
tBodyAcc,Y,std(),WALKING_UPSTAIRS,17,-0.0131721014395833
tBodyAcc,Y,std(),WALKING_UPSTAIRS,18,-0.211155120224138
tBodyAcc,Y,std(),WALKING_UPSTAIRS,19,0.176349922525
tBodyAcc,Y,std(),WALKING_UPSTAIRS,20,0.15219632835098
tBodyAcc,Y,std(),WALKING_UPSTAIRS,21,0.109787469104255
tBodyAcc,Y,std(),WALKING_UPSTAIRS,22,0.250067523738095
tBodyAcc,Y,std(),WALKING_UPSTAIRS,23,0.0448435785868628
tBodyAcc,Y,std(),WALKING_UPSTAIRS,24,-0.116804488966102
tBodyAcc,Y,std(),WALKING_UPSTAIRS,25,-0.223086808769231
tBodyAcc,Y,std(),WALKING_UPSTAIRS,26,-0.0491726302763636
tBodyAcc,Y,std(),WALKING_UPSTAIRS,27,-0.0950104077
tBodyAcc,Y,std(),WALKING_UPSTAIRS,28,-0.146753877035294
tBodyAcc,Y,std(),WALKING_UPSTAIRS,29,-0.122128287642857
tBodyAcc,Y,std(),WALKING_UPSTAIRS,30,-0.127311157607692
tBodyAcc,Z,mean(),LAYING,1,-0.11320355358
tBodyAcc,Z,mean(),LAYING,2,-0.107245610416667
tBodyAcc,Z,mean(),LAYING,3,-0.101300477506452
tBodyAcc,Z,mean(),LAYING,4,-0.110688150314815
tBodyAcc,Z,mean(),LAYING,5,-0.107937603673077
tBodyAcc,Z,mean(),LAYING,6,-0.133119570368421
tBodyAcc,Z,mean(),LAYING,7,-0.101361036576923
tBodyAcc,Z,mean(),LAYING,8,-0.102245365611111
tBodyAcc,Z,mean(),LAYING,9,-0.10754972144
tBodyAcc,Z,mean(),LAYING,10,-0.117168642362069
tBodyAcc,Z,mean(),LAYING,11,-0.108786578070175
tBodyAcc,Z,mean(),LAYING,12,-0.108160125666667
tBodyAcc,Z,mean(),LAYING,13,-0.104331864532258
tBodyAcc,Z,mean(),LAYING,14,-0.0868333315509804
tBodyAcc,Z,mean(),LAYING,15,-0.118530240291667
tBodyAcc,Z,mean(),LAYING,16,-0.107310493242857
tBodyAcc,Z,mean(),LAYING,17,-0.107006279704225
tBodyAcc,Z,mean(),LAYING,18,-0.107698927907692
tBodyAcc,Z,mean(),LAYING,19,-0.10898146186747
tBodyAcc,Z,mean(),LAYING,20,-0.104274322538235
tBodyAcc,Z,mean(),LAYING,21,-0.103253832233333
tBodyAcc,Z,mean(),LAYING,22,-0.110800924652778
tBodyAcc,Z,mean(),LAYING,23,-0.104256776291667
tBodyAcc,Z,mean(),LAYING,24,-0.107236237236111
tBodyAcc,Z,mean(),LAYING,25,-0.100428830260274
tBodyAcc,Z,mean(),LAYING,26,-0.105002540289474
tBodyAcc,Z,mean(),LAYING,27,-0.107699732837838
tBodyAcc,Z,mean(),LAYING,28,-0.1083448529625
tBodyAcc,Z,mean(),LAYING,29,-0.109462068173913
tBodyAcc,Z,mean(),LAYING,30,-0.1036581505
tBodyAcc,Z,mean(),SITTING,1,-0.104544182255319
tBodyAcc,Z,mean(),SITTING,2,-0.109218272456522
tBodyAcc,Z,mean(),SITTING,3,-0.0983579203269231
tBodyAcc,Z,mean(),SITTING,4,-0.10587459588
tBodyAcc,Z,mean(),SITTING,5,-0.108540300265909
tBodyAcc,Z,mean(),SITTING,6,-0.110127728709091
tBodyAcc,Z,mean(),SITTING,7,-0.122464597625
tBodyAcc,Z,mean(),SITTING,8,-0.104461049130435
tBodyAcc,Z,mean(),SITTING,9,-0.07537846886
tBodyAcc,Z,mean(),SITTING,10,-0.104253238796296
tBodyAcc,Z,mean(),SITTING,11,-0.112840218339623
tBodyAcc,Z,mean(),SITTING,12,-0.106307228960784
tBodyAcc,Z,mean(),SITTING,13,-0.0972465110836735
tBodyAcc,Z,mean(),SITTING,14,-0.100401490425926
tBodyAcc,Z,mean(),SITTING,15,-0.11366125320339
tBodyAcc,Z,mean(),SITTING,16,-0.0891404038405797
tBodyAcc,Z,mean(),SITTING,17,-0.11362408509375
tBodyAcc,Z,mean(),SITTING,18,-0.111904775824561
tBodyAcc,Z,mean(),SITTING,19,-0.10870765430137
tBodyAcc,Z,mean(),SITTING,20,-0.108369634515152
tBodyAcc,Z,mean(),SITTING,21,-0.112057887741176
tBodyAcc,Z,mean(),SITTING,22,-0.105827369516129
tBodyAcc,Z,mean(),SITTING,23,-0.103808679294118
tBodyAcc,Z,mean(),SITTING,24,-0.103041061426471
tBodyAcc,Z,mean(),SITTING,25,-0.109160440476923
tBodyAcc,Z,mean(),SITTING,26,-0.0974448692333333
tBodyAcc,Z,mean(),SITTING,27,-0.105521912588571
tBodyAcc,Z,mean(),SITTING,28,-0.111517939555556
tBodyAcc,Z,mean(),SITTING,29,-0.1104118192
tBodyAcc,Z,mean(),SITTING,30,-0.099515446133871
tBodyAcc,Z,mean(),STANDING,1,-0.110601817735849
tBodyAcc,Z,mean(),STANDING,2,-0.105908536055556
tBodyAcc,Z,mean(),STANDING,3,-0.101621722633148
tBodyAcc,Z,mean(),STANDING,4,-0.0961574905535714
tBodyAcc,Z,mean(),STANDING,5,-0.102171095696429
tBodyAcc,Z,mean(),STANDING,6,-0.112172831947368
tBodyAcc,Z,mean(),STANDING,7,-0.0997778303207547
tBodyAcc,Z,mean(),STANDING,8,-0.106114996837037
tBodyAcc,Z,mean(),STANDING,9,-0.0952747481333333
tBodyAcc,Z,mean(),STANDING,10,-0.107964083931818
tBodyAcc,Z,mean(),STANDING,11,-0.108686630425532
tBodyAcc,Z,mean(),STANDING,12,-0.105526999754098
tBodyAcc,Z,mean(),STANDING,13,-0.112124137754386
tBodyAcc,Z,mean(),STANDING,14,-0.103817701790667
tBodyAcc,Z,mean(),STANDING,15,-0.105910832679245
tBodyAcc,Z,mean(),STANDING,16,-0.103657729076923
tBodyAcc,Z,mean(),STANDING,17,-0.111432145565
tBodyAcc,Z,mean(),STANDING,18,-0.108453355945205
tBodyAcc,Z,mean(),STANDING,19,-0.10904190460274
tBodyAcc,Z,mean(),STANDING,20,-0.100402759931507
tBodyAcc,Z,mean(),STANDING,21,-0.110417855808989
tBodyAcc,Z,mean(),STANDING,22,-0.104967423820635
tBodyAcc,Z,mean(),STANDING,23,-0.1105970177575
tBodyAcc,Z,mean(),STANDING,24,-0.108222553855072
tBodyAcc,Z,mean(),STANDING,25,-0.107352957594595
tBodyAcc,Z,mean(),STANDING,26,-0.110237796416216
tBodyAcc,Z,mean(),STANDING,27,-0.107835818025
tBodyAcc,Z,mean(),STANDING,28,-0.106579385202532
tBodyAcc,Z,mean(),STANDING,29,-0.108659067476923
tBodyAcc,Z,mean(),STANDING,30,-0.108756209835593
tBodyAcc,Z,mean(),WALKING,1,-0.111148103547368
tBodyAcc,Z,mean(),WALKING,2,-0.105500357966102
tBodyAcc,Z,mean(),WALKING,3,-0.112674859827586
tBodyAcc,Z,mean(),WALKING,4,-0.11140306485
tBodyAcc,Z,mean(),WALKING,5,-0.107741776464286
tBodyAcc,Z,mean(),WALKING,6,-0.110303165877193
tBodyAcc,Z,mean(),WALKING,7,-0.110912234947368
tBodyAcc,Z,mean(),WALKING,8,-0.107252090833333
tBodyAcc,Z,mean(),WALKING,9,-0.110820512307692
tBodyAcc,Z,mean(),WALKING,10,-0.109057512132075
tBodyAcc,Z,mean(),WALKING,11,-0.106096304033898
tBodyAcc,Z,mean(),WALKING,12,-0.10316110632
tBodyAcc,Z,mean(),WALKING,13,-0.111431456192982
tBodyAcc,Z,mean(),WALKING,14,-0.106756369135593
tBodyAcc,Z,mean(),WALKING,15,-0.107621819518519
tBodyAcc,Z,mean(),WALKING,16,-0.108804049803922
tBodyAcc,Z,mean(),WALKING,17,-0.109792122032787
tBodyAcc,Z,mean(),WALKING,18,-0.104218315464286
tBodyAcc,Z,mean(),WALKING,19,-0.122736673192308
tBodyAcc,Z,mean(),WALKING,20,-0.113539477098039
tBodyAcc,Z,mean(),WALKING,21,-0.104319332403846
tBodyAcc,Z,mean(),WALKING,22,-0.107112510934783
tBodyAcc,Z,mean(),WALKING,23,-0.113382994084746
tBodyAcc,Z,mean(),WALKING,24,-0.110595952913793
tBodyAcc,Z,mean(),WALKING,25,-0.108737636297297
tBodyAcc,Z,mean(),WALKING,26,-0.108927011474576
tBodyAcc,Z,mean(),WALKING,27,-0.112822289263158
tBodyAcc,Z,mean(),WALKING,28,-0.103714705396296
tBodyAcc,Z,mean(),WALKING,29,-0.106632427301887
tBodyAcc,Z,mean(),WALKING,30,-0.0986247068969231
tBodyAcc,Z,mean(),WALKING_DOWNSTAIRS,1,-0.107566190908163
tBodyAcc,Z,mean(),WALKING_DOWNSTAIRS,2,-0.116812942382979
tBodyAcc,Z,mean(),WALKING_DOWNSTAIRS,3,-0.116139842908163
tBodyAcc,Z,mean(),WALKING_DOWNSTAIRS,4,-0.1067775246
tBodyAcc,Z,mean(),WALKING_DOWNSTAIRS,5,-0.100319930659574
tBodyAcc,Z,mean(),WALKING_DOWNSTAIRS,6,-0.107209356208333
tBodyAcc,Z,mean(),WALKING_DOWNSTAIRS,7,-0.096938308587234
